""	"SRR7170030"	"SRR7170031"	"SRR7170032"	"SRR7170033"	"SRR7170034"	"SRR7170035"
"Nccrp1"	0	2	0	0	0	1
"Ncdn"	1323	1005	1102	876	903	1253
"Nceh1"	356	414	325	668	653	684
"Ncf1"	0	0	9	13	4	4
"Ncf2"	24	1	23	19	9	0
"Ncf4"	0	0	0	0	0	0
"Nck1"	1002	896	861	731	873	1065
"Nck2"	4293	3355	2780	3075	2819	2923
"Nckap1"	6204	4636	5884	3072	4519	4961
"Nckap1l"	21	0	14	24	9	14
"Nckap5"	88	76	164	852	465	552
"Nckap5l"	264	265	345	222	195	188
"Nckap5los"	1	8	14	2	1	3
"Nckipsd"	592	396	392	282	338	375
"Ncl"	20951	21090	20245	10455	10184	16948
"Ncln"	3004	3361	3282	2602	2222	2563
"Ncmap"	67	21	8	45	13	38
"Ncoa1"	449	288	281	448	387	288
"Ncoa2"	414	563	541	817	786	734
"Ncoa3"	730	666	761	888	852	834
"Ncoa4"	626	558	546	455	497	522
"Ncoa5"	1844	1806	1597	1251	1396	1699
"Ncoa6"	770	737	856	951	465	650
"Ncoa7"	1207	1329	1321	388	428	808
"Ncor1"	2967	2424	2399	2626	1740	2258
"Ncor2"	426	544	506	673	550	673
"Ncr1"	0	0	0	0	0	0
"Ncs1"	1701	1661	1669	991	1134	1781
"Ncstn"	3789	2752	2638	3691	3100	3515
"Nctc1"	0	0	0	0	0	0
"ND1"	23467	31203	34419	32199	17236	30545
"ND2"	5821	7563	7969	8503	3902	7847
"ND3"	24	75	82	45	34	51
"ND4"	3875	5811	6353	8644	3701	6676
"ND4L"	13	17	23	30	12	14
"ND5"	6360	9655	10078	12567	5367	9554
"ND6"	1144	1430	1702	2098	867	1578
"Ndc1"	2036	2591	2521	1676	2060	2393
"Ndc80"	1260	1032	891	787	791	1328
"Nde1"	4319	3852	3544	2227	2134	3249
"Ndel1"	1318	1114	858	1526	1120	1440
"Ndfip1"	3799	3431	2845	4291	3537	4559
"Ndfip2"	2373	2376	2082	1657	1518	1692
"Ndn"	3477	3132	2658	2965	3177	3858
"Ndnf"	1	8	0	3	2	2
"Ndor1"	717	472	575	580	413	486
"Ndp"	0	0	0	0	0	0
"Ndrg1"	105	23	19	406	314	341
"Ndrg2"	1612	1286	1366	1082	988	934
"Ndrg3"	1153	933	887	1027	931	936
"Ndrg4"	266	40	128	309	265	178
"Ndst1"	2805	2454	3162	2462	1555	2761
"Ndst2"	1232	855	895	1251	1070	997
"Ndst3"	0	0	0	0	0	0
"Ndst4"	6	9	0	14	10	2
"Ndufa1"	1062	1097	928	1150	900	1271
"Ndufa10"	4365	4118	3752	3294	2973	3716
"Ndufa11"	2920	2991	2403	3348	2601	3286
"Ndufa11b"	0	0	0	0	0	0
"Ndufa12"	2520	2223	2069	1909	1778	2302
"Ndufa13"	1773	1460	1476	1828	1483	1703
"Ndufa2"	2215	2615	2179	2370	1877	2406
"Ndufa3"	1104	940	886	1393	909	1175
"Ndufa4"	3549	3871	3648	3877	3564	4554
"Ndufa4l2"	6	0	1	89	49	22
"Ndufa5"	1582	1424	1309	1297	1038	1260
"Ndufa6"	1054	1053	896	1109	872	1037
"Ndufa7"	2331	2183	1760	1922	1521	1717
"Ndufa8"	2078	1691	1526	1750	1589	1870
"Ndufa9"	3636	3237	2672	2768	2870	3542
"Ndufab1"	3471	3122	2821	2197	2079	2460
"Ndufab1-ps"	11	8	13	10	9	18
"Ndufaf1"	457	701	388	598	681	685
"Ndufaf2"	655	697	647	409	407	540
"Ndufaf3"	362	423	392	429	353	432
"Ndufaf4"	1319	1105	1208	384	404	584
"Ndufaf5"	287	264	274	171	266	306
"Ndufaf6"	450	536	452	266	314	310
"Ndufaf7"	634	562	578	575	579	666
"Ndufaf8"	412	510	330	474	390	357
"Ndufb1"	622	711	666	638	467	664
"Ndufb10"	1258	1259	1103	1203	957	1064
"Ndufb11"	1362	1409	1082	1605	1282	1700
"Ndufb11b"	0	0	0	0	0	0
"Ndufb2"	1153	1312	1079	1254	999	1358
"Ndufb3"	1184	1146	1047	1222	960	1169
"Ndufb4"	655	734	636	655	577	734
"Ndufb4b"	14	20	10	21	15	15
"Ndufb4c"	0	1	1	1	1	0
"Ndufb5"	1916	2165	1861	2146	1753	2271
"Ndufb6"	2626	2479	2216	2093	1915	2290
"Ndufb7"	2125	1878	1589	1706	1311	1630
"Ndufb8"	5315	5065	4484	5803	5195	6749
"Ndufb9"	3215	3083	2651	3301	3015	3374
"Ndufc1"	1048	1069	934	1189	835	905
"Ndufc2"	1709	1608	1535	1618	1291	1548
"Ndufs1"	3390	2972	3146	2120	1887	2520
"Ndufs2"	5269	4742	4789	4051	4209	5268
"Ndufs3"	1989	1869	1497	1646	1644	2180
"Ndufs4"	1847	2064	1855	2040	1522	2290
"Ndufs5"	1014	995	871	436	371	425
"Ndufs5-ps"	37	40	26	482	349	413
"Ndufs6"	2186	2302	1876	1985	1458	1998
"Ndufs6b"	0	3	0	0	0	1
"Ndufs7"	3176	3145	2528	3265	2217	2815
"Ndufs8"	2939	2581	2267	2732	2172	2594
"Ndufv1"	3502	3213	2782	2740	2863	3776
"Ndufv2"	4762	4432	3894	3901	3519	4429
"Ndufv3"	917	840	830	1264	982	1022
"Neat1"	15	19	14	139	3	24
"Neb"	28	5	1	0	0	1
"Nebl"	1104	496	449	1644	1647	1781
"Necab1"	1	5	0	86	46	102
"Necab2"	73	107	51	88	101	194
"Necab3"	0	0	20	0	4	11
"Necap1"	620	555	554	507	569	559
"Necap2"	2147	1252	1249	2149	1934	2283
"Nectin1"	218	258	184	502	309	514
"Nectin2"	3793	2747	2510	3143	2062	3095
"Nectin3"	800	751	819	1184	1176	1799
"Nectin4"	2973	939	571	5920	3575	4690
"Nedd1"	1920	1612	1458	1288	1564	1638
"Nedd4"	35640	29474	30502	27975	27298	32100
"Nedd4l"	914	767	884	1217	1059	963
"Nedd8"	3632	3423	2696	3130	2512	3125
"Nedd9"	2251	1941	2507	1863	2003	2168
"Nefh"	5	16	18	2	1	4
"Nefl"	21	37	36	78	216	10
"Nefm"	4	8	1	24	23	1
"Negr1"	42	29	0	176	195	127
"Neil1"	110	87	79	136	94	177
"Neil2"	21	0	0	2	4	1
"Neil3"	213	254	201	157	83	158
"Nek1"	1162	743	770	685	646	780
"Nek10"	0	0	0	0	0	0
"Nek11"	0	0	0	0	5	12
"Nek2"	879	1042	1043	609	586	1272
"Nek3"	143	111	187	117	119	117
"Nek4"	561	426	384	387	451	577
"Nek5"	0	0	0	13	8	0
"Nek6"	3963	2987	3355	1838	2043	2392
"Nek7"	1002	1043	798	1328	1481	1299
"Nek8"	187	165	195	257	214	265
"Nek9"	787	808	938	1047	1005	1226
"Nelfa"	2459	2276	2217	1505	1632	2085
"Nelfb"	3758	3196	3060	4294	4349	4850
"Nelfcd"	3795	2681	2614	2080	2409	2639
"Nelfe"	1961	1617	1679	1408	1332	1798
"Nell1"	510	763	396	1325	1037	1478
"Nell1os"	0	0	0	0	0	0
"Nell2"	148	200	213	563	797	480
"Nemf"	1795	1617	1671	1249	983	1103
"Nemp1"	193	225	205	230	227	255
"Nemp2"	354	166	208	245	334	367
"Nenf"	608	523	467	756	584	700
"Neo1"	2033	1916	2312	1495	1557	2123
"Nepn"	0	0	0	0	0	0
"Nepro"	618	617	681	419	354	523
"Nes"	1750	1737	1507	2748	1907	3069
"Net1"	5169	3826	4163	7387	6898	7191
"Neto1"	0	0	0	0	0	0
"Neto2"	946	955	929	244	345	473
"Neu1"	406	392	474	254	248	237
"Neu2"	0	0	0	0	0	0
"Neu3"	114	60	25	113	89	123
"Neu4"	0	0	0	0	0	0
"Neurl1a"	165	184	199	138	189	147
"Neurl1b"	69	65	16	59	32	47
"Neurl2"	11	15	2	44	30	47
"Neurl3"	15	1	0	1	3	0
"Neurl4"	372	291	349	250	135	324
"Neurod1"	0	0	6	0	0	0
"Neurod2"	0	0	0	0	0	0
"Neurod4"	0	0	0	0	0	0
"Neurod6"	0	0	0	0	0	0
"Neurog1"	0	0	0	0	0	0
"Neurog2"	0	0	0	0	0	0
"Neurog3"	1	0	0	0	0	0
"Nexmif"	44	34	28	0	21	15
"Nexn"	23	4	5	31	18	1
"Nf1"	222	287	283	240	100	296
"Nf2"	1614	1469	1877	1382	1483	1743
"Nfam1"	25	0	0	40	9	3
"Nfasc"	37	109	155	96	67	122
"Nfat5"	110	215	183	327	190	231
"Nfatc1"	5	15	29	18	17	27
"Nfatc2"	54	9	3	74	37	42
"Nfatc2ip"	42	47	56	37	38	43
"Nfatc3"	1256	1432	1734	1393	1504	1772
"Nfatc4"	116	86	104	283	344	365
"Nfe2"	91	84	40	0	0	15
"Nfe2l1"	2025	2499	3110	1813	2072	2003
"Nfe2l2"	1316	1077	886	1202	949	1226
"Nfe2l3"	133	100	88	444	452	424
"Nfia"	609	392	525	237	236	292
"Nfib"	4320	4645	4757	3425	2420	3359
"Nfic"	896	762	781	946	734	985
"Nfil3"	1738	1041	790	3096	2153	2274
"Nfilz"	0	0	0	0	0	0
"Nfix"	873	814	995	522	366	272
"Nfkb1"	382	395	427	354	225	491
"Nfkb2"	812	659	708	797	934	1000
"Nfkbia"	3269	2933	2381	2893	2517	2997
"Nfkbib"	892	711	683	619	459	533
"Nfkbid"	44	37	41	47	19	27
"Nfkbie"	208	113	65	135	271	311
"Nfkbil1"	134	125	117	176	129	163
"Nfkbiz"	198	301	193	275	209	247
"Nfrkb"	581	629	476	418	393	487
"Nfs1"	822	893	773	1056	860	950
"Nfu1"	1014	876	682	810	787	915
"Nfx1"	2857	2287	2477	1840	1741	2194
"Nfxl1"	665	781	708	499	365	614
"Nfya"	148	157	172	108	190	181
"Nfyb"	1723	1761	1642	1114	1319	1465
"Nfyc"	2455	2252	2238	1713	1675	1916
"Ngb"	0	0	0	6	0	0
"Ngdn"	996	878	807	816	629	805
"Ngef"	2	10	8	118	68	115
"Ngf"	27	0	16	168	110	196
"Ngfr"	211	190	159	47	76	137
"Ngly1"	542	655	585	727	685	611
"Ngp"	0	0	0	0	0	0
"Ngrn"	694	715	724	640	469	530
"Nhej1"	84	88	77	84	148	227
"Nherf1"	2288	1562	1372	3503	2730	3331
"Nherf2"	468	414	341	279	291	414
"Nherf4"	0	1	1	0	0	0
"Nhlh1"	0	0	0	0	0	0
"Nhlh2"	11	0	0	0	0	0
"Nhlrc1"	364	169	183	124	220	254
"Nhlrc2"	1291	1165	1266	822	734	748
"Nhlrc3"	87	90	89	96	63	79
"Nhlrc4"	0	0	0	0	0	0
"Nhp2"	3694	3342	2829	1999	1758	2809
"Nhs"	61	57	81	92	53	76
"Nhsl1"	981	1339	1445	471	392	431
"Nhsl2"	33	17	25	20	12	28
"Nhsl3"	625	540	638	998	888	989
"Niban1"	13	37	47	154	152	138
"Niban2"	2645	2145	2018	3365	3120	3495
"Niban3"	28	47	38	48	50	37
"Nicn1"	323	243	218	565	313	350
"Nicol1"	163	177	163	183	122	118
"Nid1"	403	551	509	1196	1430	1258
"Nid2"	316	119	103	70	66	61
"Nif3l1"	1961	1829	1634	1166	1137	1693
"Nifk"	3199	3017	2685	1762	1985	2813
"Nim1k"	12	15	0	2	8	17
"Nin"	577	448	540	265	365	297
"Ninj1"	941	668	698	766	700	778
"Ninj2"	0	0	0	0	0	16
"Ninl"	842	646	656	399	240	313
"Nip7"	2737	2655	2201	1499	1653	2073
"Nipa1"	147	178	165	138	144	129
"Nipa2"	1058	998	1044	778	859	1084
"Nipal1"	19	0	0	106	58	56
"Nipal2"	362	296	274	668	696	833
"Nipal3"	81	45	49	210	178	192
"Nipal4"	315	174	277	75	199	122
"Nipbl"	917	1277	1074	1313	721	1086
"Nipsnap1"	2516	2425	2087	1489	1422	2284
"Nipsnap2"	691	503	238	832	814	922
"Nipsnap3a"	0	0	0	0	0	0
"Nipsnap3b"	955	753	630	1012	811	1103
"Nisch"	8350	8011	8574	6517	7213	8005
"Nit1"	396	306	276	438	290	457
"Nit2"	1126	1106	1010	1497	1214	1428
"Nkain1"	167	407	410	85	62	157
"Nkain2"	38	68	59	94	59	73
"Nkain3"	10	50	27	18	47	9
"Nkain4"	0	0	2	24	6	3
"Nkap"	498	378	266	401	367	466
"Nkapd1"	624	762	652	769	558	774
"Nkapl"	20	23	26	17	27	28
"Nkd1"	184	156	309	50	90	37
"Nkd2"	2120	1893	2071	211	372	291
"Nkg7"	0	1	0	0	0	0
"Nkiras1"	161	124	140	137	76	127
"Nkiras2"	394	328	272	423	385	332
"Nkpd1"	0	0	1	26	9	1
"Nkrf"	125	88	132	20	50	96
"Nktr"	1183	1097	1091	788	632	524
"Nkx1-1"	0	0	0	0	0	0
"Nkx1-2"	0	0	0	0	0	0
"Nkx2-1"	0	0	0	0	0	0
"Nkx2-2"	0	0	0	0	0	0
"Nkx2-2os"	0	0	0	0	0	0
"Nkx2-3"	0	0	0	0	0	0
"Nkx2-4"	0	0	0	0	0	0
"Nkx2-5"	0	0	0	0	0	0
"Nkx2-6"	0	0	0	0	0	0
"Nkx2-9"	1	0	0	0	0	0
"Nkx3-1"	49	9	14	28	31	18
"Nkx3-2"	0	0	0	6	17	10
"Nkx6-1"	0	0	0	0	0	0
"Nkx6-2"	0	0	0	0	0	4
"Nkx6-3"	0	0	0	0	0	0
"Nle1"	425	395	439	263	201	399
"Nlgn1"	15	37	12	16	43	23
"Nlgn2"	46	53	35	77	34	75
"Nlgn3"	224	161	212	52	72	10
"Nlgn4l"	2	2	9	3	1	4
"Nlk"	298	395	410	384	226	334
"Nln"	1188	910	1120	507	447	643
"Nlrc3"	5	0	5	28	0	0
"Nlrc4"	0	0	0	0	0	0
"Nlrc5"	0	0	0	12	5	0
"Nlrp10"	28	17	5	38	25	37
"Nlrp12"	0	0	0	0	0	0
"Nlrp14"	0	0	0	0	0	0
"Nlrp1a"	0	0	0	1	0	0
"Nlrp1b"	0	0	0	0	0	10
"Nlrp1c-ps"	0	0	0	0	0	0
"Nlrp2"	0	0	0	0	0	0
"Nlrp3"	0	0	0	0	0	0
"Nlrp4a"	0	0	0	0	0	0
"Nlrp4b"	0	0	0	0	0	0
"Nlrp4c"	0	0	0	0	0	0
"Nlrp4e"	0	0	0	0	0	0
"Nlrp4f"	0	0	0	0	0	0
"Nlrp4g"	0	0	0	0	0	0
"Nlrp5"	0	0	0	0	0	0
"Nlrp5-ps"	0	0	0	2	0	0
"Nlrp6"	20	0	3	10	0	0
"Nlrp9a"	0	0	0	0	0	0
"Nlrp9b"	21	0	0	1	41	0
"Nlrp9c"	0	0	0	0	0	0
"Nlrx1"	307	144	113	456	556	591
"Nmb"	7	14	28	38	31	54
"Nmbr"	0	0	0	0	5	5
"Nmd3"	3071	2532	2301	1547	1578	2048
"Nme1"	11021	11546	9989	5863	6327	9276
"Nme2"	4700	5867	4739	3405	3249	4911
"Nme3"	628	856	611	763	590	757
"Nme4"	2302	2468	1917	1764	1438	2221
"Nme5"	0	1	0	20	1	7
"Nme6"	788	538	645	544	474	586
"Nme7"	964	737	821	956	764	1193
"Nme8"	0	0	0	0	0	0
"Nme9"	0	0	0	0	0	0
"Nmi"	85	53	45	199	123	191
"Nmnat1"	137	155	237	187	119	211
"Nmnat2"	77	67	49	0	1	9
"Nmnat3"	97	30	24	107	25	107
"Nmral1"	2398	2173	1564	1250	1227	2023
"Nmrk1"	263	205	85	247	196	170
"Nmrk2"	0	0	0	0	0	0
"Nms"	0	0	0	0	0	0
"Nmt1"	2679	2371	2331	1842	1782	2299
"Nmt2"	237	318	260	259	228	314
"Nmu"	2	0	0	0	0	0
"Nmur1"	0	0	0	0	5	0
"Nmur2"	0	0	0	0	0	0
"Nnat"	5522	6717	3879	5591	5122	4797
"Nnmt"	0	0	0	5	0	11
"Nnt"	1514	1133	1058	1346	1203	1290
"Noa1"	1037	830	1059	675	627	721
"Nob1"	1649	1619	1376	979	979	1149
"Nobox"	0	0	0	0	0	0
"Noc2l"	5677	5973	5800	1969	2346	3278
"Noc3l"	550	564	550	224	401	480
"Noc4l"	3182	2606	2382	1454	1714	2254
"Noct"	614	530	590	324	291	424
"Nod1"	58	141	90	89	66	115
"Nod2"	24	5	21	0	0	11
"Nodal"	0	0	0	0	3	8
"Nog"	33	7	18	19	14	10
"Nol10"	1052	957	868	435	548	563
"Nol11"	2749	2287	2397	1202	1659	2083
"Nol12"	999	898	887	621	715	814
"Nol3"	13	6	0	8	0	2
"Nol4"	11	5	0	24	0	0
"Nol4l"	1175	1484	1366	499	302	410
"Nol6"	1391	1688	1788	1293	1578	1733
"Nol7"	1080	1111	1050	895	712	942
"Nol8"	463	464	465	321	160	383
"Nol9"	2523	2457	2357	1258	1802	2088
"Nolc1"	3637	3101	2975	1607	1699	2028
"Nom1"	969	821	1039	815	741	1159
"Nomo1"	2658	2374	2696	921	951	1518
"Nono"	12558	10583	10249	8571	8387	11449
"Nop10"	2541	3311	2502	2616	1667	3215
"Nop14"	882	907	775	658	577	769
"Nop16"	3648	3377	3099	2010	2038	2933
"Nop2"	4186	3695	3255	1768	1887	2441
"Nop53"	2726	2512	2001	2399	1953	2286
"Nop56"	6230	5603	5121	2578	2497	3706
"Nop58"	5135	5346	5428	2562	2673	4593
"Nop9"	1931	1721	1538	1081	1365	1747
"Nopchap1"	1308	1287	1478	741	1204	1380
"Norad"	4101	3268	4213	3407	3078	3186
"Nos1"	19	0	11	0	2	0
"Nos1ap"	12	38	35	65	71	49
"Nos2"	0	0	0	0	0	0
"Nos3"	0	4	1	3	1	8
"Nosip"	1499	976	1031	1429	1023	1331
"Nostrin"	0	2	0	0	2	0
"Notch1"	916	1204	1258	2675	2022	3359
"Notch2"	337	585	355	1105	1180	1227
"Notch3"	676	704	520	1958	1318	1466
"Notch4"	34	28	46	53	33	43
"Noto"	0	0	0	0	0	1
"Notum"	0	0	0	0	8	2
"Nova1"	13	1	3	12	29	7
"Nova2"	2	0	0	0	0	0
"Nox1"	0	0	0	0	0	0
"Nox3"	0	0	0	0	0	0
"Nox4"	187	179	105	197	118	191
"Noxa1"	31	29	21	0	22	39
"Noxo1"	563	496	473	159	273	367
"Noxred1"	0	0	2	3	1	0
"Npas1"	0	2	0	4	4	10
"Npas2"	28	0	0	36	10	8
"Npas3"	27	37	21	69	74	45
"Npas4"	0	0	0	0	0	0
"Npat"	1262	1125	1137	778	1116	1147
"Npb"	0	0	0	0	0	0
"Npbwr1"	0	0	0	0	0	0
"Npc1"	182	199	230	243	214	271
"Npc1l1"	23	1	0	14	0	6
"Npc2"	2121	1999	1793	2430	2037	2361
"Npcd"	1	0	0	3	0	0
"Npdc1"	597	635	628	582	478	548
"Npepl1"	1946	1343	1245	1477	1593	1588
"Npepps"	1013	904	909	1034	864	1177
"Npff"	0	0	4	0	3	1
"Npffr1"	4	0	0	3	0	8
"Npffr2"	0	0	0	0	0	0
"Nphp1"	422	308	310	347	220	439
"Nphp3"	98	154	199	251	108	177
"Nphp4"	236	68	147	127	117	103
"Nphs1"	0	0	0	0	0	0
"Nphs1os"	0	0	0	0	0	0
"Nphs2"	0	0	0	0	0	0
"Npl"	322	149	99	1060	780	926
"Nploc4"	4038	3403	3637	2029	2950	3458
"Npm1"	20046	24771	22254	14364	11601	19234
"Npm2"	0	5	0	0	0	1
"Npm3"	107	304	239	174	83	256
"Npm3-ps1"	0	25	9	12	6	11
"Npnt"	2535	1638	2261	849	940	431
"Nppa"	0	1	0	0	0	0
"Nppb"	0	0	0	0	0	0
"Nppc"	0	5	0	0	3	5
"Npr1"	2	0	0	0	0	0
"Npr2"	20	23	46	84	47	41
"Npr3"	1320	1421	1457	655	476	436
"Nprl2"	411	383	328	455	261	345
"Nprl3"	650	567	499	430	427	385
"Nps"	0	0	0	0	0	1
"Npsr1"	0	3	0	0	1	2
"Nptn"	2285	2169	2249	2091	1842	2359
"Nptx1"	0	0	0	0	4	2
"Nptx2"	0	2	0	16	13	5
"Nptxr"	11	12	8	16	4	4
"Npvf"	0	0	0	0	0	0
"Npw"	7	21	11	14	10	7
"Npy"	0	0	0	68	28	52
"Npy1r"	25	13	0	84	138	93
"Npy2r"	0	6	6	0	0	0
"Npy4r"	0	0	0	0	0	0
"Npy5r"	0	0	0	0	0	0
"Npy6r"	0	0	0	0	0	1
"Nqo1"	25	33	4	48	85	76
"Nqo2"	636	267	271	701	492	764
"Nr0b1"	0	0	0	0	0	0
"Nr0b2"	0	0	0	2	0	0
"Nr1d1"	54	73	61	74	55	100
"Nr1d2"	577	434	531	481	419	450
"Nr1h2"	1261	968	690	1264	876	1082
"Nr1h3"	0	0	8	6	0	13
"Nr1h4"	0	0	0	1	0	0
"Nr1h5"	0	13	0	0	0	0
"Nr1i2"	0	0	0	0	0	2
"Nr1i3"	0	0	0	0	1	0
"Nr2c1"	911	754	848	1069	760	1033
"Nr2c2"	949	892	1013	881	778	1058
"Nr2c2ap"	137	120	79	97	73	110
"Nr2e1"	0	0	0	0	0	0
"Nr2e3"	51	19	24	104	48	19
"Nr2f1"	19	127	96	167	123	139
"Nr2f2"	604	346	367	1506	1380	1195
"Nr2f6"	3256	2732	2303	3533	3693	4040
"Nr3c1"	639	375	388	1242	1165	921
"Nr3c2"	23	0	0	30	10	0
"Nr4a1"	820	672	771	344	360	451
"Nr4a2"	238	103	147	139	139	115
"Nr4a3"	0	1	0	0	0	0
"Nr5a1"	0	0	0	0	0	0
"Nr5a2"	0	0	0	0	0	0
"Nr6a1"	46	76	38	24	55	51
"Nr6a1os"	31	28	21	19	10	21
"Nradd"	696	619	540	744	644	828
"Nrap"	0	0	0	0	0	0
"Nrarp"	1341	481	374	1383	1100	1687
"Nras"	3398	3344	2960	3623	3587	4152
"Nrbf2"	353	306	261	241	250	282
"Nrbp1"	3507	2990	2879	3063	2351	2972
"Nrbp2"	663	651	571	400	160	260
"Nrcam"	137	214	144	281	274	132
"Nrdc"	2397	1884	1918	2144	2148	2616
"Nrde2"	628	340	420	454	254	447
"Nrep"	17567	11959	10669	21785	20131	16304
"Nrf1"	3010	2183	2095	1691	2001	2092
"Nrg1"	31	42	39	98	74	94
"Nrg2"	98	68	126	79	55	45
"Nrg3"	2	0	0	0	0	0
"Nrg3os"	0	0	0	0	0	0
"Nrg4"	14	19	27	28	12	29
"Nrgn"	3	2	2	5	1	11
"Nrip1"	1661	1623	1538	2663	1915	2398
"Nrip2"	44	25	20	29	17	14
"Nrip3"	55	49	67	25	19	30
"Nrk"	84	56	56	359	358	166
"Nrl"	0	0	0	0	0	0
"Nrm"	1176	1361	1109	959	976	1255
"Nrn1"	0	0	0	0	0	1
"Nrn1l"	0	0	1	0	1	1
"Nron"	3	0	0	0	3	0
"Nrp"	17	22	10	6	12	27
"Nrp1"	53	13	22	59	56	7
"Nrp2"	18	3	10	4	2	3
"Nrros"	89	35	73	79	8	34
"Nrsn1"	245	261	156	449	524	841
"Nrsn2"	0	0	0	0	0	0
"Nrtn"	1183	882	722	1618	1344	1334
"Nrxn1"	376	324	215	351	279	383
"Nrxn2"	0	0	0	0	0	0
"Nrxn3"	0	0	0	0	6	0
"Nsa2"	558	483	504	603	347	585
"Nscme3l"	0	0	0	7	0	0
"Nsd1"	2035	2327	2364	2556	1890	1948
"Nsd2"	1903	1770	2268	1178	1364	1919
"Nsd3"	517	554	555	505	550	693
"Nsdhl"	754	672	566	912	654	981
"Nsf"	931	721	896	1057	761	788
"Nsfl1c"	4162	3230	3108	2412	2501	3156
"Nsg1"	2924	2324	2683	1256	1733	1939
"Nsg2"	0	9	0	6	12	16
"Nsl1"	1044	883	778	521	583	648
"Nsmaf"	1714	1543	1603	954	1207	1364
"Nsmce1"	1641	1752	1389	1389	1305	1862
"Nsmce2"	2046	1509	1447	1777	1454	2222
"Nsmce3"	699	635	677	666	704	736
"Nsmce4a"	4138	3705	3398	2828	2696	3556
"Nsmf"	834	887	786	972	848	1013
"Nsrp1"	744	618	594	575	392	570
"Nsun2"	7282	6382	6788	3829	4143	5633
"Nsun3"	351	263	449	413	280	452
"Nsun4"	779	402	420	851	539	925
"Nsun5"	949	787	678	346	483	515
"Nsun6"	209	38	150	334	190	179
"Nsun7"	3	1	0	6	0	4
"Nt5c"	837	871	720	813	728	983
"Nt5c1a"	0	0	0	0	0	4
"Nt5c1b"	0	0	0	0	0	0
"Nt5c2"	2220	1871	1815	1863	1537	1925
"Nt5c3"	833	725	818	590	688	785
"Nt5c3b"	2356	1886	1739	1533	1712	2176
"Nt5dc1"	302	351	304	207	240	332
"Nt5dc2"	12718	10746	9655	11530	10565	13197
"Nt5dc3"	53	29	32	16	23	46
"Nt5e"	87	32	64	1149	429	681
"Nt5el"	0	0	0	0	0	0
"Nt5m"	723	619	535	634	550	606
"Ntan1"	1073	984	898	1117	914	1197
"Ntaq1"	507	379	363	342	292	319
"Ntf3"	743	696	560	548	486	355
"Ntf5"	543	619	387	678	612	626
"Nthl1"	463	298	277	394	309	425
"Ntm"	1020	1374	1103	1320	1107	905
"Ntmt1"	2645	1990	1925	1613	1363	1936
"Ntmt2"	0	0	0	0	0	0
"Ntn1"	106	124	108	545	251	205
"Ntn3"	86	65	54	182	151	122
"Ntn4"	25	27	23	146	190	118
"Ntn5"	0	0	0	0	0	0
"Ntng1"	36	0	1	24	18	18
"Ntng2"	0	6	2	0	0	0
"Ntpcr"	415	451	371	470	482	510
"Ntrk1"	0	0	0	0	0	23
"Ntrk2"	14	45	22	44	43	19
"Ntrk3"	1	16	7	40	48	142
"Nts"	0	0	0	0	0	0
"Ntsr1"	0	0	0	0	0	0
"Ntsr2"	0	0	0	0	0	0
"Nuak1"	51	44	61	101	27	67
"Nuak2"	175	103	125	239	166	189
"Nub1"	698	558	620	716	608	726
"Nubp1"	1161	1090	1050	682	811	984
"Nubp2"	1639	1418	1283	1349	1071	1363
"Nubpl"	282	298	367	470	264	395
"Nucb1"	5552	4751	4230	4641	4515	4871
"Nucb2"	653	559	514	740	481	588
"Nucks1"	4915	5207	5181	3696	3611	5805
"Nudc"	5139	4634	4280	2725	2796	3928
"Nudcd1"	1205	1289	1337	972	1133	1294
"Nudcd2"	1849	1933	1819	1204	1331	1850
"Nudcd3"	2593	1872	2019	1700	1583	2404
"Nudt1"	711	753	636	753	655	846
"Nudt10"	67	106	92	65	112	95
"Nudt11"	262	241	201	200	351	352
"Nudt12"	72	39	35	67	56	83
"Nudt12os"	0	0	0	0	0	0
"Nudt13"	92	31	54	101	118	88
"Nudt14"	1441	1459	1133	1645	1434	1610
"Nudt15"	88	84	74	45	87	63
"Nudt16"	204	153	120	227	148	234
"Nudt16l1"	2341	1903	1692	2360	2305	2258
"Nudt16l2"	0	0	0	0	0	0
"Nudt17"	144	127	83	159	133	155
"Nudt18"	569	306	215	726	765	775
"Nudt19"	975	1048	847	763	896	957
"Nudt2"	676	578	569	769	531	759
"Nudt21"	2332	2371	2144	1814	1844	2723
"Nudt22"	215	184	125	203	204	177
"Nudt3"	2616	2746	2517	1893	1825	2335
"Nudt4"	3726	3668	3309	3354	3265	3987
"Nudt5"	2027	2145	2125	1334	1367	1861
"Nudt6"	53	54	71	51	40	91
"Nudt7"	264	224	203	396	381	294
"Nudt8"	399	303	271	312	264	388
"Nudt9"	1517	1052	988	1043	796	1212
"Nuf2"	1197	1091	973	718	808	1286
"Nufip1"	1169	1119	1108	620	573	1011
"Nufip2"	1804	1683	1925	1422	983	1549
"Nuggc"	11	0	1	11	0	1
"Numa1"	3777	3710	3987	3888	3188	3801
"Numb"	634	439	456	693	529	489
"Numbl"	327	167	170	318	262	270
"Nup107"	3028	2330	2637	1038	1477	1980
"Nup133"	2707	2252	1953	1488	1474	2112
"Nup153"	1762	1950	2126	1150	1383	1718
"Nup155"	1124	1452	1646	936	917	1158
"Nup160"	1799	1542	1798	967	1331	1261
